,Cellstate,factor,value,cell_state_dendrogram,norm_abundance,cell_state_manual_sort
87,FB.Alveolar,3,0.0,8,0.0,19
88,FB.Alveolar,4,0.3413718631571592,8,0.1080439962773421,19
89,FB.Alveolar,5,0.5666879947712322,8,0.1080439962773421,19
90,FB.Basal,0,0.0,30,0.0,18
91,FB.Basal,1,0.0,30,0.0,18
92,FB.Basal,2,0.0,30,0.0,18
93,FB.Basal,3,0.0,30,0.0,18
94,FB.Basal,4,0.5075642749037582,30,-0.0969820637179757,18
95,FB.Basal,5,0.3708046620037413,30,-0.0969820637179757,18
96,FB.Myofibroblast,0,0.0,1,0.0,29
97,FB.Myofibroblast,1,0.9064597640059444,1,1.188214024629814,29
98,FB.Myofibroblast,2,0.0,1,0.0,29
99,FB.Myofibroblast,3,0.0,1,0.0,29
100,FB.Myofibroblast,4,0.0,1,0.0,29
101,FB.Myofibroblast,5,0.0,1,0.0,29
102,Macro.Alv,0,0.0,12,0.0,27
103,Macro.Alv,1,0.4429191577417006,12,1.0443781657262077,27
104,Macro.Alv,2,0.0,12,0.0,27
105,Macro.Alv,3,0.0,12,0.0,27
106,Macro.Alv,4,0.5022273979169215,12,1.0443781657262077,27
107,Macro.Alv,5,0.0,12,0.0,27
108,Proliferating.MYE,0,0.8256457933961808,29,0.9797869529893556,8
109,Proliferating.MYE,1,0.0,29,0.0,8
110,Proliferating.MYE,2,0.0,29,0.0,8
111,Proliferating.MYE,3,0.0,29,0.0,8
112,Proliferating.MYE,4,0.0,29,0.0,8
113,Proliferating.MYE,5,0.0,29,0.0,8
114,Macro.Alv.Meta.CCL,0,0.0,7,0.0,15
115,Macro.Alv.Meta.CCL,1,0.0,7,0.0,15
116,Macro.Alv.Meta.CCL,2,0.0,7,0.0,15
117,Macro.Alv.Meta.CCL,3,0.0,7,0.0,15
118,Macro.Alv.Meta.CCL,4,0.0,7,0.0,15
119,Macro.Alv.Meta.CCL,5,0.8410144158251666,7,0.3430254301797276,15
120,Macro.CHIT1.like,0,0.0,17,0.0,23
121,Macro.CHIT1.like,1,0.0,17,0.0,23
122,Macro.CHIT1.like,2,0.0,17,0.0,23
123,Macro.CHIT1.like,3,0.5344892314577661,17,0.5910037571451637,23
124,Macro.CHIT1.like,4,0.3992746246662317,17,0.5910037571451637,23
125,Macro.CHIT1.like,5,0.0,17,0.0,23
126,Macro.HSP,0,0.0,19,0.0,31
127,Macro.HSP,1,0.0,19,0.0,31
128,Macro.HSP,2,0.9064509509108742,19,-0.2931296754801836,31
129,Macro.HSP,3,0.0,19,0.0,31
130,Macro.HSP,4,0.0,19,0.0,31
131,Macro.HSP,5,0.0,19,0.0,31
132,Macro.IV,0,0.2642269668869567,5,1.2581545366752027,10
133,Macro.IV,1,0.0,5,0.0,10
134,Macro.IV,2,0.0,5,0.0,10
135,Macro.IV,3,0.0,5,0.0,10
136,Macro.IV,4,0.0,5,0.0,10
137,Macro.IV,5,0.5674322110452041,5,1.2581545366752027,10
138,Monocyte,0,0.0,23,0.0,14
139,Monocyte,1,0.0,23,0.0,14
140,Monocyte,2,0.0,23,0.0,14
141,Monocyte,3,0.0,23,0.0,14
142,Monocyte,4,0.0,23,0.0,14
143,Monocyte,5,0.6901658898521912,23,-0.4779668383425416,14
144,Mast,0,0.4812271402250774,4,1.3166089845833546,6
145,Mast,1,0.0,4,0.0,6
146,Mast,2,0.0,4,0.0,6
147,Mast,3,0.275325363427039,4,1.3166089845833546,6
148,Mast,4,0.0,4,0.0,6
149,Mast,5,0.0,4,0.0,6
150,Mesothelial,0,0.3683676829716242,31,-0.5262792330393237,7
151,Mesothelial,1,0.0,31,0.0,7
152,Mesothelial,2,0.0,31,0.0,7
153,Mesothelial,3,0.4495047390145921,31,-0.5262792330393237,7
154,Mesothelial,4,0.0,31,0.0,7
155,Mesothelial,5,0.0,31,0.0,7
156,NK,0,0.4947646175358082,22,1.370766293100838,3
157,NK,1,0.0,22,0.0,3
158,NK,2,0.0,22,0.0,3
159,NK,3,0.3588555449904929,22,1.370766293100838,3
160,NK,4,0.0,22,0.0,3
161,NK,5,0.0,22,0.0,3
162,Pericytes,0,0.2786019751171483,27,0.8373211259394466,9
163,Pericytes,1,0.0,27,0.0,9
164,Pericytes,2,0.0,27,0.0,9
165,Pericytes,3,0.0,27,0.0,9
166,Pericytes,4,0.0,27,0.0,9
167,Pericytes,5,0.3585335798092279,27,0.8373211259394466,9
168,Proliferating.T.NK,0,0.0,10,0.0,1
169,Proliferating.T.NK,1,0.0,10,0.0,1
170,Proliferating.T.NK,2,0.0,10,0.0,1
171,Proliferating.T.NK,3,1.0,10,-0.1046390627091389,1
172,Proliferating.T.NK,4,0.0,10,0.0,1
173,Proliferating.T.NK,5,0.0,10,0.0,1
174,T.CD4+,0,0.0,16,0.0,22
175,T.CD4+,1,0.0,16,0.0,22
176,T.CD4+,2,0.0,16,0.0,22
177,T.CD4+,3,0.0,16,0.0,22
178,T.CD4+,4,0.9200746975459856,16,1.3265461278495971,22
179,T.CD4+,5,0.0,16,0.0,22
180,T.CD8+,0,0.0,3,0.0,25
181,T.CD8+,1,0.0,3,0.0,25
182,T.CD8+,2,0.0,3,0.0,25
183,T.CD8+,3,0.0,3,0.0,25
184,T.CD8+,4,0.6939084601750216,3,1.285200650527864,25
185,T.CD8+,5,0.0,3,0.0,25
186,Vascular.SMC,0,0.0,21,0.0,16
187,Vascular.SMC,1,0.0,21,0.0,16
188,Vascular.SMC,2,0.0,21,0.0,16
189,Vascular.SMC,3,0.0,21,0.0,16
190,Vascular.SMC,4,0.0,21,0.0,16
191,Vascular.SMC,5,0.7559806816678752,21,1.0084446157453724,16
