,Abundance,slides,Background,Celltype
3,0.02235533714550925,C01-A10-007-4,Control,B & Plasma cells
4,0.008967261164196837,C01-A10-007-5,Control,B & Plasma cells
5,0.025619660353738923,C01-A10-007-6,Control,B & Plasma cells
6,0.03246176444726317,C01-A10-007-7,Control,B & Plasma cells
7,0.001303186496826328,C01-A10-007-8,Control,B & Plasma cells
8,0.018083492111552135,C01-A10-007-9,Control,B & Plasma cells
9,0.030327801066163795,C01-A10-007-10,Control,B & Plasma cells
10,8.990959432006259e-05,C01-A10-007-11,Control,B & Plasma cells
11,0.0059749119993988565,C01-A10-007-12,Control,B & Plasma cells
12,0.005417421919231087,C2-A6-007-1,Control,B & Plasma cells
13,0.021602235782014728,C2-A6-007-2,Control,B & Plasma cells
14,0.03215045984208964,C2-A6-007-3,Control,B & Plasma cells
15,0.000524204687659084,C2-A6-007-4,Control,B & Plasma cells
16,0.0011563132180521984,C2-A6-007-5,Control,B & Plasma cells
17,0.04099621052535054,C2-A6-007-6,Control,B & Plasma cells
18,0.00019942073605699193,C2-A6-007-7,Control,B & Plasma cells
19,0.03291713574538854,C2-A6-007-8,Control,B & Plasma cells
20,0.0024601137765523774,C2-A6-007-10,Control,B & Plasma cells
21,0.011439723019165541,C2-A6-007-11,Control,B & Plasma cells
22,0.013595779355026425,C2-A6-007-12,Control,B & Plasma cells
23,1.8208092907463755e-05,C2-A6-007-13,Control,B & Plasma cells
24,0.014675456262696299,C3-A9-011-1,Control,B & Plasma cells
25,0.016194792959548343,C3-A9-011-2,Control,B & Plasma cells
26,0.04522846795311758,C3-A9-011-3,Control,B & Plasma cells
27,0.051215313059824956,C3-A9-011-4,Control,B & Plasma cells
28,0.053556351678366414,C3-A9-011-5,Control,B & Plasma cells
29,0.00929699477058626,C3-A9-011-6,Control,B & Plasma cells
30,0.06114803303010337,C3-A9-011-7,Control,B & Plasma cells
31,0.05329199629727231,C3-A9-011-8,Control,B & Plasma cells
32,0.00010729614133483606,C3-A9-011-9,Control,B & Plasma cells
33,0.01365941468860708,C3-A9-011-10,Control,B & Plasma cells
34,0.04548917610173128,C3-A9-011-11,Control,B & Plasma cells
35,0.08313590082638682,C3-A9-011-12,Control,B & Plasma cells
36,0.0886396177097809,C3-A9-011-13,Control,B & Plasma cells
37,0.054181610399019225,C3-A9-011-14,Control,B & Plasma cells
38,0.08617169358168585,C3-A9-011-15,Control,B & Plasma cells
39,0.004919756277041078,KR_C19_00YQ-3,Control,B & Plasma cells
40,0.003020903558866243,KR_C19_00YQ-4,Control,B & Plasma cells
41,0.005027636923134151,KR_C19_00YQ-6,Control,B & Plasma cells
42,0.005336494921207902,KR_C19_00YQ-7,Control,B & Plasma cells
43,0.01398514948236481,KR_C19_00YQ-8,Control,B & Plasma cells
44,0.007792930583979263,KR_C19_00YQ-10,Control,B & Plasma cells
45,0.08883581659015623,KR_C19_013M-5,Control,B & Plasma cells
46,0.08322178943713018,KR_C19_013M-7,Control,B & Plasma cells
47,0.05840732903948144,KR_C19_013M-9,Control,B & Plasma cells
48,0.02513281580149711,KR_C19_0101-4,Control,B & Plasma cells
49,0.011512735916594755,KR_C19_0101-6,Control,B & Plasma cells
50,0.12554055198751418,KR_C19_0101-7,Control,B & Plasma cells
51,0.013728157150364066,KR_C19_0101-8,Control,B & Plasma cells
52,0.09296013156667925,KR_C19_0101-11,Control,B & Plasma cells
53,0.08323311192819181,KR_C19_0101-14,Control,B & Plasma cells
0,0.0016274541259028454,C01-A10-007-1,Control,B & Plasma cells
1,0.00021378235672787376,C01-A10-007-2,Control,B & Plasma cells
2,0.0005222961546407103,C01-A10-007-3,Control,B & Plasma cells
3,0.0008213407291244633,C01-A10-007-4,Control,B & Plasma cells
4,0.0002401855620423771,C01-A10-007-5,Control,B & Plasma cells
5,0.002239684763400524,C01-A10-007-6,Control,B & Plasma cells
6,0.001596819499864051,C01-A10-007-7,Control,B & Plasma cells
7,0.0010624854335018292,C01-A10-007-8,Control,B & Plasma cells
8,0.0011875803289122613,C01-A10-007-9,Control,B & Plasma cells
9,0.0014292895053370585,C01-A10-007-10,Control,B & Plasma cells
10,0.0002921977661733067,C01-A10-007-11,Control,B & Plasma cells
11,0.00022801459048437287,C01-A10-007-12,Control,B & Plasma cells
12,0.0010970898888069923,C2-A6-007-1,Control,B & Plasma cells
13,0.0008539698767427223,C2-A6-007-2,Control,B & Plasma cells
14,0.005365008063174185,C2-A6-007-3,Control,B & Plasma cells
15,3.759134526598667e-05,C2-A6-007-4,Control,B & Plasma cells
16,0.00018385368501570704,C2-A6-007-5,Control,B & Plasma cells
17,0.0033887290466057068,C2-A6-007-6,Control,B & Plasma cells
18,2.3043996509584458e-05,C2-A6-007-7,Control,B & Plasma cells
19,0.0033252291605274987,C2-A6-007-8,Control,B & Plasma cells
20,0.0005424758284137067,C2-A6-007-10,Control,B & Plasma cells
21,0.0012689649276288273,C2-A6-007-11,Control,B & Plasma cells
22,7.542908559456725e-05,C2-A6-007-12,Control,B & Plasma cells
23,1.4325962757511024e-06,C2-A6-007-13,Control,B & Plasma cells
24,0.0037514370055498347,C3-A9-011-1,Control,B & Plasma cells
25,0.005611606622146761,C3-A9-011-2,Control,B & Plasma cells
26,0.005297410928880725,C3-A9-011-3,Control,B & Plasma cells
27,0.003950706461646973,C3-A9-011-4,Control,B & Plasma cells
28,0.0046872852706602445,C3-A9-011-5,Control,B & Plasma cells
29,0.0019018568127047396,C3-A9-011-6,Control,B & Plasma cells
30,0.005373436278235152,C3-A9-011-7,Control,B & Plasma cells
31,0.005562394800407731,C3-A9-011-8,Control,B & Plasma cells
32,1.8531991691276128e-05,C3-A9-011-9,Control,B & Plasma cells
33,0.000610378177729241,C3-A9-011-10,Control,B & Plasma cells
34,0.003769922342455652,C3-A9-011-11,Control,B & Plasma cells
35,0.007670372493575987,C3-A9-011-12,Control,B & Plasma cells
36,0.007359261933836003,C3-A9-011-13,Control,B & Plasma cells
37,0.004095381257214633,C3-A9-011-14,Control,B & Plasma cells
38,0.009984703633628326,C3-A9-011-15,Control,B & Plasma cells
39,0.030362846450349458,KR_C19_00YQ-3,Control,B & Plasma cells
40,0.01638940928527596,KR_C19_00YQ-4,Control,B & Plasma cells
41,0.027314556238995792,KR_C19_00YQ-6,Control,B & Plasma cells
42,0.020669286397644877,KR_C19_00YQ-7,Control,B & Plasma cells
43,0.009139901565892233,KR_C19_00YQ-8,Control,B & Plasma cells
44,0.02854235797679454,KR_C19_00YQ-10,Control,B & Plasma cells
45,0.006198109322527099,KR_C19_013M-5,Control,B & Plasma cells
46,0.006345551660609318,KR_C19_013M-7,Control,B & Plasma cells
47,0.003462070701652238,KR_C19_013M-9,Control,B & Plasma cells
48,0.001786712738076808,KR_C19_0101-4,Control,B & Plasma cells
49,0.001026067641772758,KR_C19_0101-6,Control,B & Plasma cells
50,0.007381658140230121,KR_C19_0101-7,Control,B & Plasma cells
51,0.0013460501216372449,KR_C19_0101-8,Control,B & Plasma cells
52,0.0076930918271153675,KR_C19_0101-11,Control,B & Plasma cells
53,0.004972106238689815,KR_C19_0101-14,Control,B & Plasma cells
0,0.13572109457055898,C01-A10-007-1,Control,Vascular Endothelial cells
1,0.22555352972931364,C01-A10-007-2,Control,Vascular Endothelial cells
2,0.15186096217405606,C01-A10-007-3,Control,Vascular Endothelial cells
3,0.15626259301980708,C01-A10-007-4,Control,Vascular Endothelial cells
4,0.11857575771965587,C01-A10-007-5,Control,Vascular Endothelial cells
5,0.09793078744294666,C01-A10-007-6,Control,Vascular Endothelial cells
6,0.13480755415623313,C01-A10-007-7,Control,Vascular Endothelial cells
7,0.0009194795686683833,C01-A10-007-8,Control,Vascular Endothelial cells
8,0.13597127034208983,C01-A10-007-9,Control,Vascular Endothelial cells
9,0.14343628011330958,C01-A10-007-10,Control,Vascular Endothelial cells
10,0.008441600095093975,C01-A10-007-11,Control,Vascular Endothelial cells
11,0.11267930780324166,C01-A10-007-12,Control,Vascular Endothelial cells
12,0.1070883319242751,C2-A6-007-1,Control,Vascular Endothelial cells
13,0.014476288596408465,C2-A6-007-2,Control,Vascular Endothelial cells
14,0.006002143999487927,C2-A6-007-3,Control,Vascular Endothelial cells
15,0.1276604150220725,C2-A6-007-4,Control,Vascular Endothelial cells
16,0.14851838096845166,C2-A6-007-5,Control,Vascular Endothelial cells
17,0.010150991881525137,C2-A6-007-6,Control,Vascular Endothelial cells
18,0.1392925072660064,C2-A6-007-7,Control,Vascular Endothelial cells
19,0.008703391819482308,C2-A6-007-8,Control,Vascular Endothelial cells
20,0.03815516394073248,C2-A6-007-10,Control,Vascular Endothelial cells
21,0.10729652693360556,C2-A6-007-11,Control,Vascular Endothelial cells
22,0.006060634312607801,C2-A6-007-12,Control,Vascular Endothelial cells
23,8.381360582000219e-05,C2-A6-007-13,Control,Vascular Endothelial cells
24,0.10709628390955146,C3-A9-011-1,Control,Vascular Endothelial cells
25,0.05424009597168852,C3-A9-011-2,Control,Vascular Endothelial cells
26,0.046911216843811,C3-A9-011-3,Control,Vascular Endothelial cells
27,0.04138613878134661,C3-A9-011-4,Control,Vascular Endothelial cells
28,0.05410072065734037,C3-A9-011-5,Control,Vascular Endothelial cells
29,0.05067618319835823,C3-A9-011-6,Control,Vascular Endothelial cells
30,0.057810256301384005,C3-A9-011-7,Control,Vascular Endothelial cells
31,0.03440592976303605,C3-A9-011-8,Control,Vascular Endothelial cells
32,0.0011145225508363582,C3-A9-011-9,Control,Vascular Endothelial cells
33,0.05143947050229721,C3-A9-011-10,Control,Vascular Endothelial cells
34,0.031861782250934945,C3-A9-011-11,Control,Vascular Endothelial cells
35,0.011623196324475055,C3-A9-011-12,Control,Vascular Endothelial cells
36,0.022452714662740375,C3-A9-011-13,Control,Vascular Endothelial cells
37,0.044686334921398715,C3-A9-011-14,Control,Vascular Endothelial cells
38,0.007642937788558982,C3-A9-011-15,Control,Vascular Endothelial cells
39,0.07636930602984979,KR_C19_00YQ-3,Control,Vascular Endothelial cells
40,0.11926209951876023,KR_C19_00YQ-4,Control,Vascular Endothelial cells
41,0.09135170469189391,KR_C19_00YQ-6,Control,Vascular Endothelial cells
42,0.07632949407749011,KR_C19_00YQ-7,Control,Vascular Endothelial cells
43,0.10217135702223645,KR_C19_00YQ-8,Control,Vascular Endothelial cells
44,0.09888513137121144,KR_C19_00YQ-10,Control,Vascular Endothelial cells
45,0.13284771758121142,KR_C19_013M-5,Control,Vascular Endothelial cells
46,0.07468466197773113,KR_C19_013M-7,Control,Vascular Endothelial cells
47,0.1223716321160909,KR_C19_013M-9,Control,Vascular Endothelial cells
48,0.0521226785823755,KR_C19_0101-4,Control,Vascular Endothelial cells
49,0.2495416208944483,KR_C19_0101-6,Control,Vascular Endothelial cells
50,0.013704655534553672,KR_C19_0101-7,Control,Vascular Endothelial cells
51,0.030508659001773922,KR_C19_0101-8,Control,Vascular Endothelial cells
52,0.02262155818012763,KR_C19_0101-11,Control,Vascular Endothelial cells
53,0.01194437999488517,KR_C19_0101-14,Control,Vascular Endothelial cells
0,0.018600547836715782,C01-A10-007-1,Control,Vascular Endothelial cells
1,0.0058301534479341804,C01-A10-007-2,Control,Vascular Endothelial cells
2,0.021696998123807452,C01-A10-007-3,Control,Vascular Endothelial cells
3,0.01703046333293676,C01-A10-007-4,Control,Vascular Endothelial cells
4,0.008294695879078544,C01-A10-007-5,Control,Vascular Endothelial cells
5,0.016601677047656156,C01-A10-007-6,Control,Vascular Endothelial cells
6,0.009015204922143003,C01-A10-007-7,Control,Vascular Endothelial cells
7,0.025310377824656817,C01-A10-007-8,Control,Vascular Endothelial cells
8,0.014492086762524139,C01-A10-007-9,Control,Vascular Endothelial cells
9,0.012891697970929808,C01-A10-007-10,Control,Vascular Endothelial cells
10,0.03141392818926615,C01-A10-007-11,Control,Vascular Endothelial cells
11,0.023627821460256437,C01-A10-007-12,Control,Vascular Endothelial cells
12,0.0225342925384634,C2-A6-007-1,Control,Vascular Endothelial cells
13,0.0018776422502072702,C2-A6-007-2,Control,Vascular Endothelial cells
14,0.004498358568535158,C2-A6-007-3,Control,Vascular Endothelial cells
15,0.004025263331207723,C2-A6-007-4,Control,Vascular Endothelial cells
16,0.018956419539819278,C2-A6-007-5,Control,Vascular Endothelial cells
17,0.00650499319490661,C2-A6-007-6,Control,Vascular Endothelial cells
18,0.012692383156987784,C2-A6-007-7,Control,Vascular Endothelial cells
19,0.004021354520691753,C2-A6-007-8,Control,Vascular Endothelial cells
20,0.030451387581688718,C2-A6-007-10,Control,Vascular Endothelial cells
21,0.009500172867835515,C2-A6-007-11,Control,Vascular Endothelial cells
22,0.0016616666749504952,C2-A6-007-12,Control,Vascular Endothelial cells
23,0.011547548445586888,C2-A6-007-13,Control,Vascular Endothelial cells
24,0.008320600484688852,C3-A9-011-1,Control,Vascular Endothelial cells
25,0.012237804833886213,C3-A9-011-2,Control,Vascular Endothelial cells
26,0.009748774731441989,C3-A9-011-3,Control,Vascular Endothelial cells
27,0.00570629139203445,C3-A9-011-4,Control,Vascular Endothelial cells
28,0.006518233471454196,C3-A9-011-5,Control,Vascular Endothelial cells
29,0.0019252314104709416,C3-A9-011-6,Control,Vascular Endothelial cells
30,0.014653114237963017,C3-A9-011-7,Control,Vascular Endothelial cells
31,0.009725634751463654,C3-A9-011-8,Control,Vascular Endothelial cells
32,0.05081377802953523,C3-A9-011-9,Control,Vascular Endothelial cells
33,0.0029871104064515858,C3-A9-011-10,Control,Vascular Endothelial cells
34,0.004078134361338311,C3-A9-011-11,Control,Vascular Endothelial cells
35,0.002884765887301161,C3-A9-011-12,Control,Vascular Endothelial cells
36,0.002111119533917988,C3-A9-011-13,Control,Vascular Endothelial cells
37,0.004071077402056321,C3-A9-011-14,Control,Vascular Endothelial cells
38,0.002243034588994566,C3-A9-011-15,Control,Vascular Endothelial cells
39,0.0680783252065436,KR_C19_00YQ-3,Control,Vascular Endothelial cells
40,0.06734264192983222,KR_C19_00YQ-4,Control,Vascular Endothelial cells
41,0.08062890486443036,KR_C19_00YQ-6,Control,Vascular Endothelial cells
42,0.08466102236666367,KR_C19_00YQ-7,Control,Vascular Endothelial cells
43,0.06877239270256143,KR_C19_00YQ-8,Control,Vascular Endothelial cells
44,0.07330285910728687,KR_C19_00YQ-10,Control,Vascular Endothelial cells
45,0.012786792741878947,KR_C19_013M-5,Control,Vascular Endothelial cells
46,0.004557769785485339,KR_C19_013M-7,Control,Vascular Endothelial cells
47,0.015965387862188447,KR_C19_013M-9,Control,Vascular Endothelial cells
48,0.0049215605686876865,KR_C19_0101-4,Control,Vascular Endothelial cells
49,0.005086257469718072,KR_C19_0101-6,Control,Vascular Endothelial cells
50,0.006462970197773109,KR_C19_0101-7,Control,Vascular Endothelial cells
51,0.007882448718957264,KR_C19_0101-8,Control,Vascular Endothelial cells
52,0.012703643143821648,KR_C19_0101-11,Control,Vascular Endothelial cells
53,0.008234507119298299,KR_C19_0101-14,Control,Vascular Endothelial cells
0,0.1371635400604269,C01-A10-007-1,Control,Vascular Endothelial cells
1,0.09061973831587239,C01-A10-007-2,Control,Vascular Endothelial cells
2,0.18696982483760663,C01-A10-007-3,Control,Vascular Endothelial cells
3,0.19955156501262525,C01-A10-007-4,Control,Vascular Endothelial cells
4,0.1208286494479755,C01-A10-007-5,Control,Vascular Endothelial cells
5,0.13201710100531922,C01-A10-007-6,Control,Vascular Endothelial cells
6,0.17177774023688336,C01-A10-007-7,Control,Vascular Endothelial cells
7,0.0010812988269135553,C01-A10-007-8,Control,Vascular Endothelial cells
8,0.16255080612490805,C01-A10-007-9,Control,Vascular Endothelial cells
9,0.15279754056204845,C01-A10-007-10,Control,Vascular Endothelial cells
10,0.009831724199297908,C01-A10-007-11,Control,Vascular Endothelial cells
11,0.167472491633384,C01-A10-007-12,Control,Vascular Endothelial cells
12,0.15414206324684465,C2-A6-007-1,Control,Vascular Endothelial cells
13,0.029641235852235794,C2-A6-007-2,Control,Vascular Endothelial cells
14,0.00794428959059542,C2-A6-007-3,Control,Vascular Endothelial cells
15,0.15529074538973275,C2-A6-007-4,Control,Vascular Endothelial cells
16,0.14547302939261667,C2-A6-007-5,Control,Vascular Endothelial cells
17,0.020604790036499208,C2-A6-007-6,Control,Vascular Endothelial cells
18,0.17243372011533806,C2-A6-007-7,Control,Vascular Endothelial cells
19,0.011775921487659224,C2-A6-007-8,Control,Vascular Endothelial cells
20,0.05514629884105336,C2-A6-007-10,Control,Vascular Endothelial cells
21,0.1650321523243526,C2-A6-007-11,Control,Vascular Endothelial cells
22,0.02094702179087604,C2-A6-007-12,Control,Vascular Endothelial cells
23,0.0001602609372492817,C2-A6-007-13,Control,Vascular Endothelial cells
24,0.21212210885567992,C3-A9-011-1,Control,Vascular Endothelial cells
25,0.13293960483710085,C3-A9-011-2,Control,Vascular Endothelial cells
26,0.11859827298655026,C3-A9-011-3,Control,Vascular Endothelial cells
27,0.15936595606918263,C3-A9-011-4,Control,Vascular Endothelial cells
28,0.1260524879719608,C3-A9-011-5,Control,Vascular Endothelial cells
29,0.20531963842723508,C3-A9-011-6,Control,Vascular Endothelial cells
30,0.1348425429832336,C3-A9-011-7,Control,Vascular Endothelial cells
31,0.12848810813956374,C3-A9-011-8,Control,Vascular Endothelial cells
32,0.0007495119601082898,C3-A9-011-9,Control,Vascular Endothelial cells
33,0.16114917051862324,C3-A9-011-10,Control,Vascular Endothelial cells
34,0.14469017908147336,C3-A9-011-11,Control,Vascular Endothelial cells
35,0.036055032504053106,C3-A9-011-12,Control,Vascular Endothelial cells
36,0.0584440621520037,C3-A9-011-13,Control,Vascular Endothelial cells
37,0.2195726266985496,C3-A9-011-14,Control,Vascular Endothelial cells
38,0.03349512060843511,C3-A9-011-15,Control,Vascular Endothelial cells
39,0.10250300116404897,KR_C19_00YQ-3,Control,Vascular Endothelial cells
40,0.14635360944895195,KR_C19_00YQ-4,Control,Vascular Endothelial cells
41,0.09755086237261738,KR_C19_00YQ-6,Control,Vascular Endothelial cells
42,0.11420557306022674,KR_C19_00YQ-7,Control,Vascular Endothelial cells
43,0.12196452061634507,KR_C19_00YQ-8,Control,Vascular Endothelial cells
44,0.11975805761992651,KR_C19_00YQ-10,Control,Vascular Endothelial cells
45,0.10507402165877884,KR_C19_013M-5,Control,Vascular Endothelial cells
46,0.05151772674111888,KR_C19_013M-7,Control,Vascular Endothelial cells
47,0.10484196139369126,KR_C19_013M-9,Control,Vascular Endothelial cells
48,0.14434877057831846,KR_C19_0101-4,Control,Vascular Endothelial cells
49,0.1625682571991965,KR_C19_0101-6,Control,Vascular Endothelial cells
50,0.045020122240374424,KR_C19_0101-7,Control,Vascular Endothelial cells
51,0.07571640752225703,KR_C19_0101-8,Control,Vascular Endothelial cells
52,0.06105642892619512,KR_C19_0101-11,Control,Vascular Endothelial cells
53,0.037940764637249734,KR_C19_0101-14,Control,Vascular Endothelial cells
0,0.0013464499358259345,C01-A10-007-1,Control,Lymphatic Endothelial cells
1,7.791901315993302e-05,C01-A10-007-2,Control,Lymphatic Endothelial cells
2,0.0006846111055677359,C01-A10-007-3,Control,Lymphatic Endothelial cells
3,0.0012654282458844782,C01-A10-007-4,Control,Lymphatic Endothelial cells
4,0.0019451600496256855,C01-A10-007-5,Control,Lymphatic Endothelial cells
5,0.004941538251718557,C01-A10-007-6,Control,Lymphatic Endothelial cells
6,0.021165338998646643,C01-A10-007-7,Control,Lymphatic Endothelial cells
7,0.054380544534229434,C01-A10-007-8,Control,Lymphatic Endothelial cells
8,0.005501552292352901,C01-A10-007-9,Control,Lymphatic Endothelial cells
9,0.006761138001423636,C01-A10-007-10,Control,Lymphatic Endothelial cells
10,0.010792700156811622,C01-A10-007-11,Control,Lymphatic Endothelial cells
11,0.003965192812688709,C01-A10-007-12,Control,Lymphatic Endothelial cells
12,0.0020282569857681797,C2-A6-007-1,Control,Lymphatic Endothelial cells
13,0.004760195645629968,C2-A6-007-2,Control,Lymphatic Endothelial cells
14,0.01462728796150872,C2-A6-007-3,Control,Lymphatic Endothelial cells
15,4.034471847077573e-05,C2-A6-007-4,Control,Lymphatic Endothelial cells
16,0.0008572698192358342,C2-A6-007-5,Control,Lymphatic Endothelial cells
17,0.005883304045950657,C2-A6-007-6,Control,Lymphatic Endothelial cells
18,6.791515680405222e-05,C2-A6-007-7,Control,Lymphatic Endothelial cells
19,0.004115200854152361,C2-A6-007-8,Control,Lymphatic Endothelial cells
20,0.015391255410510807,C2-A6-007-10,Control,Lymphatic Endothelial cells
21,0.0004828352198372113,C2-A6-007-11,Control,Lymphatic Endothelial cells
22,0.001914651869753767,C2-A6-007-12,Control,Lymphatic Endothelial cells
23,0.0016749082964469667,C2-A6-007-13,Control,Lymphatic Endothelial cells
24,0.009435176491641708,C3-A9-011-1,Control,Lymphatic Endothelial cells
25,0.007573549770077985,C3-A9-011-2,Control,Lymphatic Endothelial cells
26,0.0018574115416255896,C3-A9-011-3,Control,Lymphatic Endothelial cells
27,0.0017263437242721023,C3-A9-011-4,Control,Lymphatic Endothelial cells
28,0.012814206637389547,C3-A9-011-5,Control,Lymphatic Endothelial cells
29,0.001938201211426174,C3-A9-011-6,Control,Lymphatic Endothelial cells
30,0.003267632718735382,C3-A9-011-7,Control,Lymphatic Endothelial cells
31,0.028809160782240762,C3-A9-011-8,Control,Lymphatic Endothelial cells
32,0.009851739435973124,C3-A9-011-9,Control,Lymphatic Endothelial cells
33,0.03457231311474202,C3-A9-011-10,Control,Lymphatic Endothelial cells
34,0.009636530384916202,C3-A9-011-11,Control,Lymphatic Endothelial cells
35,0.005655409586464853,C3-A9-011-12,Control,Lymphatic Endothelial cells
36,0.002203236259707267,C3-A9-011-13,Control,Lymphatic Endothelial cells
37,0.0016383583784062518,C3-A9-011-14,Control,Lymphatic Endothelial cells
38,0.0020937270380785838,C3-A9-011-15,Control,Lymphatic Endothelial cells
39,0.0002454581859867748,KR_C19_00YQ-3,Control,Lymphatic Endothelial cells
40,5.382972635589606e-05,KR_C19_00YQ-4,Control,Lymphatic Endothelial cells
41,0.0019234912533224455,KR_C19_00YQ-6,Control,Lymphatic Endothelial cells
42,0.017273355380510284,KR_C19_00YQ-7,Control,Lymphatic Endothelial cells
43,0.0034991121743386225,KR_C19_00YQ-8,Control,Lymphatic Endothelial cells
44,0.0038236059521461066,KR_C19_00YQ-10,Control,Lymphatic Endothelial cells
45,0.003761847123027103,KR_C19_013M-5,Control,Lymphatic Endothelial cells
46,0.004693924603656323,KR_C19_013M-7,Control,Lymphatic Endothelial cells
47,0.0057351323517792095,KR_C19_013M-9,Control,Lymphatic Endothelial cells
48,0.004770117149288103,KR_C19_0101-4,Control,Lymphatic Endothelial cells
49,0.0013053675464516153,KR_C19_0101-6,Control,Lymphatic Endothelial cells
50,0.003946735014050011,KR_C19_0101-7,Control,Lymphatic Endothelial cells
51,0.01835975633163374,KR_C19_0101-8,Control,Lymphatic Endothelial cells
52,0.006866847997632156,KR_C19_0101-11,Control,Lymphatic Endothelial cells
53,0.00878509715230403,KR_C19_0101-14,Control,Lymphatic Endothelial cells
0,0.061216680624636526,C01-A10-007-1,Control,Vascular Endothelial cells
1,0.025684977790070836,C01-A10-007-2,Control,Vascular Endothelial cells
2,0.049484995561827054,C01-A10-007-3,Control,Vascular Endothelial cells
3,0.043775389330855015,C01-A10-007-4,Control,Vascular Endothelial cells
4,0.03325976664812032,C01-A10-007-5,Control,Vascular Endothelial cells
5,0.04858622755567209,C01-A10-007-6,Control,Vascular Endothelial cells
6,0.056443127674740065,C01-A10-007-7,Control,Vascular Endothelial cells
7,0.0639219190294557,C01-A10-007-8,Control,Vascular Endothelial cells
8,0.046801511911100116,C01-A10-007-9,Control,Vascular Endothelial cells
9,0.04778827974177877,C01-A10-007-10,Control,Vascular Endothelial cells
10,0.06357050576694787,C01-A10-007-11,Control,Vascular Endothelial cells
11,0.05686022993116996,C01-A10-007-12,Control,Vascular Endothelial cells
12,0.01847080139665177,C2-A6-007-1,Control,Vascular Endothelial cells
13,0.018345705886102702,C2-A6-007-2,Control,Vascular Endothelial cells
