,Cellstate,factor,value,cell_state_dendrogram
360,FB.Pathological.2,8,0.0,52
361,FB.Pathological.2,9,0.0,52
362,FB.Pathological.2,10,0.0,52
363,Neutrophil.1,0,0.5063855958218484,24
364,Neutrophil.1,1,0.0,24
365,Neutrophil.1,2,0.0,24
366,Neutrophil.1,3,0.0,24
367,Neutrophil.1,4,0.0,24
368,Neutrophil.1,5,0.0,24
369,Neutrophil.1,6,0.0,24
370,Neutrophil.1,7,0.0,24
371,Neutrophil.1,8,0.0,24
372,Neutrophil.1,9,0.0,24
373,Neutrophil.1,10,0.0,24
374,NK.3,0,0.0,14
375,NK.3,1,0.0,14
376,NK.3,2,0.0,14
377,NK.3,3,0.0,14
378,NK.3,4,0.0,14
379,NK.3,5,0.0,14
380,NK.3,6,0.0,14
381,NK.3,7,0.0,14
382,NK.3,8,0.0,14
383,NK.3,9,0.2664693496566958,14
384,NK.3,10,0.0,14
385,NK.6,0,0.0,36
386,NK.6,1,0.0,36
387,NK.6,2,0.0,36
388,NK.6,3,0.0,36
389,NK.6,4,0.0,36
390,NK.6,5,0.0,36
391,NK.6,6,0.0,36
392,NK.6,7,0.0,36
393,NK.6,8,0.0,36
394,NK.6,9,0.0,36
395,NK.6,10,0.32480684353970707,36
396,M2.5,0,0.0,27
397,M2.5,1,0.0,27
398,M2.5,2,0.0,27
399,M2.5,3,0.0,27
400,M2.5,4,0.0,27
401,M2.5,5,0.35769849182352254,27
402,M2.5,6,0.0,27
403,M2.5,7,0.0,27
404,M2.5,8,0.0,27
405,M2.5,9,0.0,27
406,M2.5,10,0.5439966967259462,27
407,M2.2,0,0.0,39
408,M2.2,1,0.0,39
409,M2.2,2,0.0,39
410,M2.2,3,0.0,39
411,M2.2,4,0.0,39
412,M2.2,5,0.0,39
413,M2.2,6,0.0,39
414,M2.2,7,0.0,39
415,M2.2,8,0.0,39
416,M2.2,9,0.0,39
417,M2.2,10,0.46715808844481566,39
418,NK.5,0,0.3098994214831561,17
419,NK.5,1,0.0,17
420,NK.5,2,0.0,17
421,NK.5,3,0.0,17
422,NK.5,4,0.0,17
423,NK.5,5,0.0,17
424,NK.5,6,0.0,17
425,NK.5,7,0.0,17
426,NK.5,8,0.0,17
427,NK.5,9,0.0,17
428,NK.5,10,0.0,17
429,FB.Other,0,0.0,0
430,FB.Other,1,0.0,0
431,FB.Other,2,0.0,0
432,FB.Other,3,0.0,0
433,FB.Other,4,0.2873899082916211,0
434,FB.Other,5,0.7126100917083789,0
435,FB.Other,6,0.0,0
436,FB.Other,7,0.0,0
437,FB.Other,8,0.0,0
438,FB.Other,9,0.0,0
439,FB.Other,10,0.0,0
440,EC.Lymphatic,0,0.0,10
441,EC.Lymphatic,1,0.0,10
442,EC.Lymphatic,2,0.0,10
443,EC.Lymphatic,3,0.0,10
444,EC.Lymphatic,4,0.0,10
445,EC.Lymphatic,5,0.0,10
446,EC.Lymphatic,6,0.0,10
447,EC.Lymphatic,7,0.0,10
448,EC.Lymphatic,8,0.0,10
449,EC.Lymphatic,9,0.3244622268174798,10
450,EC.Lymphatic,10,0.0,10
451,Memory.CD4,0,0.0,16
452,Memory.CD4,1,0.0,16
453,Memory.CD4,2,0.0,16
454,Memory.CD4,3,0.0,16
455,Memory.CD4,4,0.0,16
456,Memory.CD4,5,0.0,16
457,Memory.CD4,6,0.0,16
458,Memory.CD4,7,0.0,16
459,Memory.CD4,8,0.0,16
460,Memory.CD4,9,0.36497786709412755,16
461,Memory.CD4,10,0.0,16
462,Mesothelial.like,0,0.0,26
463,Mesothelial.like,1,0.0,26
464,Mesothelial.like,2,0.0,26
465,Mesothelial.like,3,0.0,26
466,Mesothelial.like,4,0.0,26
467,Mesothelial.like,5,0.0,26
468,Mesothelial.like,6,0.0,26
469,Mesothelial.like,7,0.0,26
470,Mesothelial.like,8,0.0,26
471,Mesothelial.like,9,0.5484057309053657,26
472,Mesothelial.like,10,0.0,26
473,FB.Activated,0,0.25829985515647746,7
474,FB.Activated,1,0.0,7
475,FB.Activated,2,0.0,7
476,FB.Activated,3,0.0,7
477,FB.Activated,4,0.0,7
478,FB.Activated,5,0.0,7
479,FB.Activated,6,0.0,7
480,FB.Activated,7,0.513529410542731,7
481,FB.Activated,8,0.0,7
482,FB.Activated,9,0.0,7
483,FB.Activated,10,0.0,7
484,NK.1,0,0.0,48
485,NK.1,1,0.0,48
486,NK.1,2,0.0,48
487,NK.1,3,0.0,48
488,NK.1,4,0.0,48
489,NK.1,5,0.0,48
490,NK.1,6,0.0,48
491,NK.1,7,0.0,48
492,NK.1,8,0.0,48
493,NK.1,9,0.3072735879662276,48
494,NK.1,10,0.0,48
495,PC,0,0.0,35
496,PC,1,0.0,35
497,PC,2,0.0,35
498,PC,3,0.3021932106433041,35
499,PC,4,0.0,35
500,PC,5,0.0,35
501,PC,6,0.0,35
502,PC,7,0.0,35
503,PC,8,0.0,35
504,PC,9,0.5839681642462419,35
505,PC,10,0.0,35
506,PlasmaCell.1,0,0.0,15
507,PlasmaCell.1,1,0.0,15
508,PlasmaCell.1,2,0.0,15
509,PlasmaCell.1,3,0.0,15
510,PlasmaCell.1,4,0.0,15
511,PlasmaCell.1,5,0.0,15
512,PlasmaCell.1,6,0.8138856394112972,15
513,PlasmaCell.1,7,0.0,15
514,PlasmaCell.1,8,0.0,15
515,PlasmaCell.1,9,0.0,15
516,PlasmaCell.1,10,0.0,15
517,PlasmaCell.2,0,0.0,37
518,PlasmaCell.2,1,0.0,37
519,PlasmaCell.2,2,0.0,37
520,PlasmaCell.2,3,0.0,37
521,PlasmaCell.2,4,0.0,37
522,PlasmaCell.2,5,0.0,37
523,PlasmaCell.2,6,0.5812351453257077,37
524,PlasmaCell.2,7,0.0,37
525,PlasmaCell.2,8,0.0,37
526,PlasmaCell.2,9,0.0,37
527,PlasmaCell.2,10,0.27628371434158644,37
528,pDC.2,0,0.0,46
529,pDC.2,1,0.0,46
530,pDC.2,2,0.0,46
531,pDC.2,3,0.0,46
532,pDC.2,4,0.0,46
533,pDC.2,5,0.7259268349290081,46
534,pDC.2,6,0.0,46
535,pDC.2,7,0.0,46
536,pDC.2,8,0.0,46
537,pDC.2,9,0.0,46
538,pDC.2,10,0.0,46
539,PR.Epithelial,0,0.0,47
540,PR.Epithelial,1,0.0,47
541,PR.Epithelial,2,0.0,47
542,PR.Epithelial,3,0.0,47
543,PR.Epithelial,4,0.0,47
544,PR.Epithelial,5,0.0,47
545,PR.Epithelial,6,0.3000843225835835,47
546,PR.Epithelial,7,0.0,47
547,PR.Epithelial,8,0.3479296966168939,47
548,PR.Epithelial,9,0.0,47
549,PR.Epithelial,10,0.0,47
550,PR.B.Plasma,0,0.0,21
551,PR.B.Plasma,1,0.0,21
552,PR.B.Plasma,2,0.0,21
553,PR.B.Plasma,3,0.0,21
554,PR.B.Plasma,4,0.0,21
555,PR.B.Plasma,5,0.0,21
556,PR.B.Plasma,6,0.0,21
557,PR.B.Plasma,7,0.0,21
558,PR.B.Plasma,8,0.0,21
559,PR.B.Plasma,9,0.5639382975745183,21
560,PR.B.Plasma,10,0.0,21
561,PR.Myeloid,0,0.0,22
562,PR.Myeloid,1,0.0,22
563,PR.Myeloid,2,0.0,22
564,PR.Myeloid,3,0.31855347981878457,22
565,PR.Myeloid,4,0.0,22
566,PR.Myeloid,5,0.0,22
567,PR.Myeloid,6,0.0,22
568,PR.Myeloid,7,0.0,22
569,PR.Myeloid,8,0.0,22
570,PR.Myeloid,9,0.25473917487069403,22
571,PR.Myeloid,10,0.0,22
572,PR.T.NK,0,0.395646143565866,55
573,PR.T.NK,1,0.0,55
574,PR.T.NK,2,0.0,55
575,PR.T.NK,3,0.0,55
576,PR.T.NK,4,0.0,55
577,PR.T.NK,5,0.0,55
578,PR.T.NK,6,0.0,55
579,PR.T.NK,7,0.36190994475314175,55
580,PR.T.NK,8,0.0,55
581,PR.T.NK,9,0.0,55
582,PR.T.NK,10,0.0,55
583,NK.4,0,0.0,28
584,NK.4,1,0.0,28
585,NK.4,2,0.0,28
586,NK.4,3,0.0,28
587,NK.4,4,0.0,28
588,NK.4,5,0.0,28
589,NK.4,6,0.0,28
590,NK.4,7,0.0,28
591,NK.4,8,0.0,28
592,NK.4,9,0.3209440365819305,28
593,NK.4,10,0.0,28
594,EP.Secretory.1,0,0.0,32
595,EP.Secretory.1,1,0.0,32
596,EP.Secretory.1,2,0.0,32
597,EP.Secretory.1,3,0.0,32
598,EP.Secretory.1,4,0.0,32
599,EP.Secretory.1,5,0.0,32
600,EP.Secretory.1,6,0.0,32
601,EP.Secretory.1,7,0.0,32
602,EP.Secretory.1,8,0.7750652248383118,32
603,EP.Secretory.1,9,0.0,32
604,EP.Secretory.1,10,0.0,32
605,EP.Secretory.2,0,0.0,49
606,EP.Secretory.2,1,0.0,49
607,EP.Secretory.2,2,0.0,49
608,EP.Secretory.2,3,0.0,49
609,EP.Secretory.2,4,0.0,49
610,EP.Secretory.2,5,0.0,49
611,EP.Secretory.2,6,0.0,49
612,EP.Secretory.2,7,0.25918959103051487,49
613,EP.Secretory.2,8,0.0,49
614,EP.Secretory.2,9,0.0,49
615,EP.Secretory.2,10,0.0,49
616,M2.1,0,0.0,2
617,M2.1,1,0.0,2
618,M2.1,2,0.0,2
619,M2.1,3,0.0,2
620,M2.1,4,0.0,2
621,M2.1,5,0.0,2
622,M2.1,6,0.0,2
623,M2.1,7,0.0,2
624,M2.1,8,0.0,2
625,M2.1,9,0.6517443802418074,2
626,M2.1,10,0.0,2
627,EC.Venous,0,0.0,54
628,EC.Venous,1,0.0,54
629,EC.Venous,2,0.0,54
630,EC.Venous,3,0.0,54
631,EC.Venous,4,0.0,54
632,EC.Venous,5,0.0,54
633,EC.Venous,6,0.0,54
634,EC.Venous,7,0.0,54
635,EC.Venous,8,0.0,54
636,EC.Venous,9,0.4840577174307775,54
637,EC.Venous,10,0.0,54
