,Cellstate,factor,value,cell_state_dendrogram
73,EC.Capillary.2,3,0.0,3
74,EC.Capillary.2,4,0.0,3
75,EC.Capillary.2,5,0.0,3
76,EC.Capillary.2,6,0.0,3
77,Neutrophil.2,0,0.0,2
78,Neutrophil.2,1,0.0,2
79,Neutrophil.2,2,0.0,2
80,Neutrophil.2,3,0.0,2
81,Neutrophil.2,4,0.0,2
82,Neutrophil.2,5,0.0,2
83,Neutrophil.2,6,0.5574125380547734,2
84,M2.4,0,0.0,30
85,M2.4,1,0.48037861338377413,30
86,M2.4,2,0.0,30
87,M2.4,3,0.0,30
88,M2.4,4,0.0,30
89,M2.4,5,0.0,30
90,M2.4,6,0.0,30
91,cDC,0,0.0,9
92,cDC,1,0.0,9
93,cDC,2,0.0,9
94,cDC,3,0.0,9
95,cDC,4,0.0,9
96,cDC,5,0.0,9
97,cDC,6,0.41512605944913306,9
98,CTL.1,0,0.0,21
99,CTL.1,1,0.0,21
100,CTL.1,2,0.0,21
101,CTL.1,3,0.0,21
102,CTL.1,4,0.0,21
103,CTL.1,5,0.41863038360470545,21
104,CTL.1,6,0.0,21
105,M2.3,0,0.0,42
106,M2.3,1,0.0,42
107,M2.3,2,0.0,42
108,M2.3,3,0.8902214678968285,42
109,M2.3,4,0.0,42
110,M2.3,5,0.0,42
111,M2.3,6,0.0,42
112,Effector.CD8.1,0,0.0,26
113,Effector.CD8.1,1,0.0,26
114,Effector.CD8.1,2,0.0,26
115,Effector.CD8.1,3,0.0,26
116,Effector.CD8.1,4,0.0,26
117,Effector.CD8.1,5,0.0,26
118,Effector.CD8.1,6,0.4881317294749454,26
119,EP.Transitional,0,0.0,27
120,EP.Transitional,1,0.0,27
121,EP.Transitional,2,0.0,27
122,EP.Transitional,3,0.7437361862904589,27
123,EP.Transitional,4,0.0,27
124,EP.Transitional,5,0.0,27
125,EP.Transitional,6,0.0,27
126,FB.Immune.1,0,0.0,11
127,FB.Immune.1,1,0.5508127052134818,11
128,FB.Immune.1,2,0.0,11
129,FB.Immune.1,3,0.0,11
130,FB.Immune.1,4,0.0,11
131,FB.Immune.1,5,0.0,11
132,FB.Immune.1,6,0.0,11
133,FB.Lipofibroblast,0,0.0,40
134,FB.Lipofibroblast,1,0.0,40
135,FB.Lipofibroblast,2,0.0,40
136,FB.Lipofibroblast,3,0.0,40
137,FB.Lipofibroblast,4,0.0,40
138,FB.Lipofibroblast,5,0.5200034737759537,40
139,FB.Lipofibroblast,6,0.0,40
140,FB.Adventitial,0,0.0,7
141,FB.Adventitial,1,0.0,7
142,FB.Adventitial,2,0.0,7
143,FB.Adventitial,3,0.6170037958766483,7
144,FB.Adventitial,4,0.0,7
145,FB.Adventitial,5,0.0,7
146,FB.Adventitial,6,0.0,7
147,FB.Alveolar,0,0.0,13
148,FB.Alveolar,1,0.0,13
149,FB.Alveolar,2,0.0,13
150,FB.Alveolar,3,0.6034648755161498,13
151,FB.Alveolar,4,0.0,13
152,FB.Alveolar,5,0.0,13
153,FB.Alveolar,6,0.0,13
154,FB.Pathological.1,0,0.0,8
155,FB.Pathological.1,1,0.0,8
156,FB.Pathological.1,2,0.0,8
157,FB.Pathological.1,3,0.9068615813076203,8
158,FB.Pathological.1,4,0.0,8
159,FB.Pathological.1,5,0.0,8
160,FB.Pathological.1,6,0.0,8
161,FB.Pathological.2,0,0.0,24
162,FB.Pathological.2,1,0.0,24
163,FB.Pathological.2,2,0.0,24
164,FB.Pathological.2,3,0.0,24
165,FB.Pathological.2,4,0.0,24
166,FB.Pathological.2,5,0.656185407113045,24
167,FB.Pathological.2,6,0.0,24
168,Neutrophil.1,0,0.0,6
169,Neutrophil.1,1,0.0,6
170,Neutrophil.1,2,0.0,6
171,Neutrophil.1,3,0.0,6
172,Neutrophil.1,4,0.0,6
173,Neutrophil.1,5,0.0,6
174,Neutrophil.1,6,0.5171565427312659,6
175,NK.3,0,0.40140927939160254,16
176,NK.3,1,0.0,16
177,NK.3,2,0.0,16
178,NK.3,3,0.0,16
179,NK.3,4,0.0,16
180,NK.3,5,0.0,16
181,NK.3,6,0.0,16
182,M2.5,0,0.0,38
183,M2.5,1,0.0,38
184,M2.5,2,0.0,38
185,M2.5,3,0.0,38
186,M2.5,4,0.0,38
187,M2.5,5,0.0,38
188,M2.5,6,0.4438589362435483,38
189,NK.5,0,0.0,39
190,NK.5,1,0.0,39
191,NK.5,2,0.0,39
192,NK.5,3,0.0,39
193,NK.5,4,0.0,39
194,NK.5,5,0.0,39
195,NK.5,6,0.4764924468879538,39
196,FB.Other,0,0.0,31
197,FB.Other,1,0.7403501493833823,31
198,FB.Other,2,0.0,31
199,FB.Other,3,0.0,31
200,FB.Other,4,0.0,31
201,FB.Other,5,0.0,31
202,FB.Other,6,0.0,31
203,EC.Lymphatic,0,0.0,25
204,EC.Lymphatic,1,0.0,25
205,EC.Lymphatic,2,0.0,25
206,EC.Lymphatic,3,0.5150676730408127,25
207,EC.Lymphatic,4,0.0,25
208,EC.Lymphatic,5,0.0,25
209,EC.Lymphatic,6,0.0,25
210,Mesothelial.like,0,0.0,1
211,Mesothelial.like,1,0.0,1
212,Mesothelial.like,2,0.0,1
213,Mesothelial.like,3,0.537427453975637,1
214,Mesothelial.like,4,0.0,1
215,Mesothelial.like,5,0.0,1
216,Mesothelial.like,6,0.0,1
217,FB.Activated,0,0.48545911111497825,5
218,FB.Activated,1,0.0,5
219,FB.Activated,2,0.0,5
220,FB.Activated,3,0.0,5
221,FB.Activated,4,0.0,5
222,FB.Activated,5,0.0,5
223,FB.Activated,6,0.0,5
224,PC,0,0.0,10
225,PC,1,0.0,10
226,PC,2,0.0,10
227,PC,3,0.7531360210829496,10
228,PC,4,0.0,10
229,PC,5,0.0,10
230,PC,6,0.0,10
231,PlasmaCell.1,0,0.0,35
232,PlasmaCell.1,1,0.0,35
233,PlasmaCell.1,2,0.0,35
234,PlasmaCell.1,3,0.0,35
235,PlasmaCell.1,4,0.9328640806368559,35
236,PlasmaCell.1,5,0.0,35
237,PlasmaCell.1,6,0.0,35
238,PlasmaCell.2,0,0.0,12
239,PlasmaCell.2,1,0.0,12
240,PlasmaCell.2,2,0.0,12
241,PlasmaCell.2,3,0.0,12
242,PlasmaCell.2,4,0.7895032111725064,12
243,PlasmaCell.2,5,0.0,12
244,PlasmaCell.2,6,0.0,12
245,pDC.2,0,0.0,18
246,pDC.2,1,0.735898575058247,18
247,pDC.2,2,0.0,18
248,pDC.2,3,0.0,18
249,pDC.2,4,0.0,18
250,pDC.2,5,0.0,18
251,pDC.2,6,0.0,18
252,PR.Epithelial,0,0.0,28
253,PR.Epithelial,1,0.0,28
254,PR.Epithelial,2,0.4307115547787048,28
255,PR.Epithelial,3,0.0,28
256,PR.Epithelial,4,0.0,28
257,PR.Epithelial,5,0.0,28
258,PR.Epithelial,6,0.0,28
259,PR.B.Plasma,0,0.0,14
260,PR.B.Plasma,1,0.0,14
261,PR.B.Plasma,2,0.0,14
262,PR.B.Plasma,3,0.6293527960733253,14
263,PR.B.Plasma,4,0.0,14
264,PR.B.Plasma,5,0.0,14
265,PR.B.Plasma,6,0.0,14
266,PR.Myeloid,0,0.5506702397655737,19
267,PR.Myeloid,1,0.0,19
268,PR.Myeloid,2,0.0,19
269,PR.Myeloid,3,0.0,19
270,PR.Myeloid,4,0.0,19
271,PR.Myeloid,5,0.0,19
272,PR.Myeloid,6,0.0,19
273,NK.2,0,0.5451149526675586,23
274,NK.2,1,0.0,23
275,NK.2,2,0.0,23
276,NK.2,3,0.0,23
277,NK.2,4,0.0,23
278,NK.2,5,0.0,23
279,NK.2,6,0.0,23
280,EP.Secretory.2,0,0.0,36
281,EP.Secretory.2,1,0.0,36
282,EP.Secretory.2,2,0.0,36
283,EP.Secretory.2,3,0.0,36
284,EP.Secretory.2,4,0.0,36
285,EP.Secretory.2,5,0.0,36
286,EP.Secretory.2,6,0.4924976389839467,36
287,M2.1,0,0.0,33
288,M2.1,1,0.0,33
289,M2.1,2,0.0,33
290,M2.1,3,0.8822010493407969,33
291,M2.1,4,0.0,33
292,M2.1,5,0.0,33
293,M2.1,6,0.0,33
294,EC.Venous,0,0.0,34
295,EC.Venous,1,0.0,34
296,EC.Venous,2,0.0,34
297,EC.Venous,3,0.6932123293126696,34
298,EC.Venous,4,0.0,34
299,EC.Venous,5,0.0,34
300,EC.Venous,6,0.0,34
